"sentiment","content"
"neutral","@Cause4Conceit  wish u could rub my head too"
"neutral","@causticsoda it was fine. i was still up playing inFamous. sorry to hear how things ended up again"
"neutral","@CBrown7785 I want some ice cream"
"neutral","@ccburns Unfortunately not"
"neutral","@ceciliabedelia i know so lame"
"neutral","@ceidiog I'm not in America! I'm not going anymore  You phoned earlier?"
"neutral","@celestialteapot oh dear."
"neutral","@cfuess is making me hungry.  i had a bowl of cereal"
"neutral","@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras"
"neutral","@chamillionaire Wish I could go. Gotta work."
"neutral","@changhee07 i have cigs but no lighter."
"neutral","@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;."
"neutral","@charchaos how come  its for us now to win ms twitter world.is it not working for you ?"
"neutral","@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy"
"neutral","@charlieboy808 : thats if u go on a weekend."
"neutral","@charlieskies your vid wont play  x"
"neutral","@charlottespeech Aww just read your tweet. I'm not sure about later either (work too)  feel it for us"
"neutral","@charlyblue I could barely choke it down"
"neutral","@chaselisbon we tried to DM you but your not following us"
"neutral","@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does"
"neutral","@chathuraw ???? ???? ????.....  ???? ???? ??????? ?? ???..."
"neutral","@CheetahmamiBia oooo ok   why  havent you accepted my friends request"
"neutral","@chelsea_playboy R.I.P curls"
"neutral","@chelseachase if i had a car"
"neutral","@chelseychapman that's a long time ! Well then txt me !  xx"
"neutral","@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately"
"neutral","@cherrycoke1969 Yeah, but there's nothing really to say about it. Breakfast pizza?"
"neutral","@CheskieBear to go in their next live chat."
"neutral","@CHEVerlyHillz im hella pushin for it...how was tha graduation..sorry i couldnt smash thru..."
"neutral","@chezery awww!  We can do that and then go to Chick Fila"
"neutral","@ChickenStudios i dont know"
"neutral","@Chilosa09 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there"
"neutral","@chinaablue"
"neutral","@chkndoodie no need to thank  we all just have to keep the good thought!"
"neutral","@chocoluvalm i'm trying to figure that out right now"
"neutral","@chrisettefan nm. dang, you on NOW but i gotta bounce in like 4 minutes  i'm just chilling. the usual."
"neutral","@chrisettefan yep. gotta go  man! i'll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~"
"neutral","@chrisreinhard screenshots? can't give you any other kind of preview - you'd need VPN access  ...ya wanna?"
"neutral","@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store."
"neutral","@christianedward it's a good sized family room, so not too cramped, watched match in room  Watched tv on iplayer after kids asleep"
"neutral","@ChristinaFaith this is the worst"
"neutral","@chunghow3 prolly E71... I can't think of anything else and I'm unfortunately not a Singtel customer"
"neutral","@churchpunkmom We've got a pool still boxed up because I need to level a suitable patch of ground before we can set it up."
"neutral","@CientifiQ stinks  what do you do anyway?"
"neutral","@CinderellaCaro j'ai pas vu passer ton ReBlip annonc  de *Pump Up The Jam*....    pb d'adresse URL ?"
"neutral","@circusaudium it's saying that it is the wrong link-it cannot find the address."
"neutral","@ClarissaG Yeah, but you've got admire someone who takes job satisfaction to the Nth degree"
"neutral","@clarityxx"
"neutral","@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!"
"neutral","@ClipperPrincess No I haven't made my page yet.  Had to work"
"neutral","@clocsen I accept the blame . But I said &quot;in English&quot; (the language), couldn't say &quot;in British&quot;, could I ?"
"neutral","@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3"
"neutral","@cloudconnected Actually I think the NA release date was confirmed for September so it's a bit more of a wait."
"neutral","@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage."
"neutral","@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly"
"neutral","@Clumsyflic"
"neutral","@Clwydian nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I'm unable to filter"
"neutral","@CocaBeenSlinky Exactly"
"neutral","@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!"
"neutral","@coffeeplus Last two and know they are going to be weepies"
"neutral","@ColdHearted19 woop right am off to &quot;try&quot; to get 2 sleep haha its 2 hot  have a good nightt x"
"neutral","@cole_nesmith"
"neutral","@ColtraneCurtis no way"
"neutral","@comedy_dave meany"
"neutral","@compassandcoin you are not alone"
"neutral","@conorravo ye it is not fare on me  x"
"neutral","@Cookie_Monstr  u may try Prism http://prism.mozilla.com/"
"neutral","@Corey_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming..."
"neutral","@CowgirlNChaps it would be so fun.  too much to do.  not enough time or money."
"neutral","@cowmage  read something happy?"
"neutral","@craigmcgill Actually maybe not - it's sold out for Sat lunch"
"neutral","@CrAppleton for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol"
"neutral","@crazycori713 I don't think I'm going camping"
"neutral","@crazygolfa I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he'll bounce back."
"neutral","@cristnabls I totally agree! And there's no way to avoid it"
"neutral","@Critic6881 lady thinks shes watching scrubs... delusional.  shes bailing on our plans"
"neutral","@Crossbow1 YOU'RE TELLING ME."
"neutral","@crucifixxus dude what is your sn nowadays because i think i lost yours"
"neutral","@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it"
"neutral","@crusaderz4life not here for long hun, head hurts"
"neutral","@CrysOHara I think it's going to be a LONNNGG Weekend, but not the 3 day kind."
"neutral","@curligirl morning hon. what you having for breakfast? I cant decide"
"neutral","@cutiemoet i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????"
"neutral","@CXI Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it"
"neutral","@cyan1234 I gotta leave early again, like 7:20"
"neutral","@cynthia_123 i cant sleep"
"neutral","@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps"
"neutral","@Damevegas am alive   but at work   finish at 1300   sun is out"
"neutral","@DamienEstreich Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F'd"
"neutral","@DamoDarko yep, i wish they were all playing dubiln"
"neutral","@damohopo but thats 7 weeks away  Im sure we got by only tweeting at night before?"
"neutral","@damond_vip bye bye beard"
"neutral","@Dancing_Monk Neither are ELP!!"
"neutral","@DangerAdamJonas  I saw you in the facebook live chat... but you will have to answer my question the next time  !"
"neutral","@Dangrmous where my terri go?"
"neutral","@danielfelice look like i can only quick post from the dashboard that is all"
"neutral","@daniellemhicks lol what!! where is it!"
"neutral","@DanielMiller89 They used to. Many moons ago."
"neutral","@danipoynterjudd yeah but i missed it 2nite"
"neutral","@danishaw No. I won't be back until the 7th"
"neutral","@dannycastillo We want to trade with someone who has Houston tickets, but no one will."
"neutral","@danperry By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96."
"neutral","@dansumption totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed"
"neutral","@DantiChos baby help me with math"
"neutral","@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta"
"neutral","@DarkDevilM  what's wrong"
"neutral","@DarrenRuane Hey! It's so funny - I stopped to get a coffee on the way in and spilt half of it in the car!"
"neutral","@darrkwillow sayid could be dead."
"neutral","@dash_cunning I gotta go to my cousin's grad party"
"neutral","@daveg38 yeah work today  never mind only one day then sun sun sun...."
"neutral","@davejmatthews @slessard just wanna be there tonight"
"neutral","@daverexwood congrats to the A's!! ugh, we still have til the end of june"
"neutral","@DavidArchie alright!  you should go to the market and haggle them! )"
"neutral","@DavidArchie Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David."
"neutral","@DavidArchie Have a great day today David!  May you write some wonderful masterpieces!"
"neutral","@DavidArchie if there is a tesco nearby, then go there"
"neutral","@DavidArchie so what cereal do you usually like?"
"neutral","@davidlem Re: meetings, you were right.  My afternoon has started to fill up"
"neutral","@DawnChamberlin no, def rubbish tonight"
"neutral","@dayawonton:  I've been!"
"neutral","@dayBdayPolaroid @theteganandsara follow?"
"neutral","@daynanotdana   They closed all three locations."
"neutral","@db0y8199 lol thats the kind im eating!!"
"neutral","@dc493 me too  she better be back soon! dude, this is my typical bedtime. but look who is talking! what are YOU doing up so late?"
"neutral","@DChi606 Sadly, all I have is the Stanley Steemer 800 number."
"neutral","@ddlovato july... too long"
"neutral","@ddlovato Since obviously living in Alaska, only a few radio stations we get here."
"neutral","@ddlovato today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply"
"neutral","@deabarnes why??"
"neutral","@deadlyx um Mr. Deadly Sir . Can You Please Follow Me On twitter ."
"neutral","@dealseekingmom No problems here"
"neutral","@DearFloyd  u don't know harajuku lovers?"
"neutral","@deathwishinc of course its not coming to boise"
"neutral","@debbylovespr I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist."
"neutral","@DebsBookNook no.  not this year."
"neutral","@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble"
"neutral","@deejaychips i havent laid my verse yet..."
"neutral","@deepwarren you're not gonna paint me? oh well  ;)"
"neutral","@DeezDimplez LOL! That sucks"
"neutral","@DellOutletUK But now it's gone"
"neutral","@demetridadon well what about tomorrow? I miss you"
"neutral","@demonicangel81 yay but u have no idea what you look like"
"neutral","@dennispillion @WaffleSauce Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer."
"neutral","@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!"
"neutral","@deusbrackers i'm in AD for another week- visa work"
"neutral","@DevonStebnicki sux, I'm thinking of being an accountant. Mad monies! I'm a middleschool cafeteria manager  (25k/yr)"
"neutral","@DevonStebnicki wow, that sounds way more stressful than my job  thought about continuing edu and making a move?"
"neutral","@dfizzy ya I would so loose my appetite"
"neutral","@DGNY I'm ready homie..actually ima be working"
"neutral","@dhsmith I'm not comfortable with this announcement."
"neutral","@DianeNeal Livin' large, huh? I've got the same hammock...no tree to hang it from"
"neutral","@die_lavish i told diamond to follow you. and why u aitn share the starburst"
"neutral","@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though."
"neutral","@digenis that story reminds of living in Portugal"
"neutral","@Dingo which case? I got a new one last week and I'm not thrilled at all with mine."
"neutral","@dingyu @ngoskillz I have no idea whether or not to drink anymore..."
"neutral","@divarina21 did she tell you why she hasnt? i miss my boge."
"neutral","@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol"
"neutral","@djcoombs not at my workplace.   but a short-sleeved shirt is absolutely necessary today!"
"neutral","@djdnice I know!"
"neutral","@DJFREEZY ummm not with me?"
"neutral","@DJGigiDred I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn't make it out last night"
"neutral","@djhazzard whoa... if the alcohol won't get you buzzed... the price will"
"neutral","@djjamminjoe that's cold"
"neutral","@DjJonBlak Where were you on Wed night?"
"neutral","@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
"neutral","@djknucklehead I want one  wanna give me one? ;)"
"neutral","@DJLTHEMASTERKEY i guesss"
"neutral","@djmo27 Don't count on it"
"neutral","@djpayce i wanna play  golf"
"neutral","@DKHOTOPIC aw"
"neutral","@dkmissie Without anyone"
"neutral","@dlanham hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent"
"neutral","@dleroux I still have my lights still up   you think he can do mine too?"
"neutral","@dmafiax i know..."
"neutral","@dmann11 All those links on AICN are broken. Did they get slapped?"
"neutral","@dmFinley Hey you!! I have been trying to reach you for a couple months now but umm certain ppl will not tell you im looking for you"
"neutral","@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?"
"neutral","@docbaty ow"
"neutral","@Dogfaeries yes please"
"neutral","@dollyblowflake Hi there.  I agree!  Small children should be running about happy, not breaking down in tears"
"neutral","@dominicalevina Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy"
"neutral","@DonMcAllister very long by the sounds of things... But deadlines are Deadlines..."
"neutral","@donnaml40160 I haven't started packing"
"neutral","@donnanorgren: and my kid is only 3 and is stronger then me"
"neutral","@donnanorgren: Oh its begun long before this!"
"neutral","@Donnette i am fine. just having a headache for days now"
"neutral","@Donniesbabe I will post it later. Its not on my comp"
"neutral","@donomo  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic"
"neutral","@dopey1972 I agree  pre decided I think..."
"neutral","@dorkydeanna IIII know!!! and mean"
"neutral","@DoTPeRioD that sucks"
"neutral","@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday"
"neutral","@downtowndiane missed the cutoff for the free chocolate  eh well...bikini season is coming....."
"neutral","@Dr_DinaSadik forensic mein kya hai! bas rat te jaao  and micro?havin a micro exam soon,the lab diagnosis of all d individual bacteria!"
"neutral","@dr00ness I wasn't  I was with the bf at the time, and am now omw to class. What is this new Kaggra,?"
"neutral","@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
"neutral","@drea3000_bbcrew dude im sleepy and went to bed as soon as i got home.  whhaacck."
"neutral","@dreaming_aloud @DanBarnes501 and that hindi flick '99' that came out a couple of weeks ago that never made it to the UK"
"neutral","@dreamsthedream @dreamsthedream @dreamsthedream I came back to Germany yesterday. My five days in the UK were over."
"neutral","@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB"
"neutral","@drewryanscott and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware"
"neutral","@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!"
"neutral","@druey Merlin wasn't too bad. Already watched it on BT of course"
"neutral","@DuchessAmy"
"neutral","@DuchessAmy don't cut yourself!!"
"neutral","@duciaestherine ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer"
"neutral","@dummerboyk: psh...didn't even pay for me though"
"neutral","@Duncks   so not close enough that I could run out and get one"
"neutral","@duncm I'm a bit Ben's Thai-ed out"
"neutral","@DunkDetox it must've been Miami cause I haven't been able to drive my car since we got back...it needed an oil pump"
"neutral","@dylankenney ended up force rebooting."
"neutral","@Dynonugget Well, I'll have lemon and ranch for you. Not for me, though."
"neutral","@dysonrules don't make me smite you! and yeah @micolerose yeah it really does. No cuties for me"
"neutral","@E_L_S How was the game? Unfortunately, teh Cavs lost  I'm sure you had fun though"
"neutral","@ecctv If it makes you feel better I lost 10 overnight cause I posted a picture of a baby"
"neutral","@eCheers Random has an a"
"neutral","@egsa no plan currently"
"neutral","@ehasselbeck braving the standby line @ TheView bright &amp; early today!! hope to hear about your book &amp; hope I get in! 3rd time's the charm"
"neutral","@eightyfivemusic me too! i wish it would just say who has unfollowed"
"neutral","@eincline that's me right now, all I can do is stare at everyone else working on thier laptops"
"neutral","@Ekstatikladii sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food"
"neutral","@ELEWW Dood - they've locked down your Vimeo WH video."
"neutral","@elibrody why.. just continue.. i'll keep sitting with crossed legs"
"neutral","@eligong me too"
"neutral","@elijahmanor targeted browser for what?! I just read that Windows Mobile uses the IE6 core as its default."
"neutral","@elisaxx http://twitpic.com/66y00 - Niceee  Hey i never get stickersss"
"neutral","@elishakhalid I called but you didnt answer"
"neutral","@ElizabethN I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go"
"neutral","@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK"
"neutral","@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM"
"neutral","@EllaPaigeBabe nothing really. sooo bored  xx"
"neutral","@Ellebella618 OMG.  I'm so sorry! Anything I can do to help?"
"neutral","@elledeutsch ok ! can you text me so I have your number..i didnt have any saved to sim"
"neutral","@ELLISNYC hey handsome!  I'm packing"
"neutral","@Elmo824 tegan and sara fan? follow them @theteganandsara"
"neutral","@elwoodicious Crab boat? I have my mobile set to go off every night, to remind me to head to bed"
"neutral","@ElZorro: &quot;&quot;UB40-&quot;Bring Me Your Cup&quot;&quot;&quot;  ? http://blip.fm/~7af72"
"neutral","@Em_Fizz he's really not into new people  I dunno em but he said he'd try"
"neutral","@emclev yeah I can imagine!  Not nice   How much longer is your shift?"
"neutral","@emcrxtna 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA"
"neutral","@EmilyenFrance Oooo look who got a pic!  So much for swimming today"
"neutral","@emlevins"
"neutral","@emlynley I couldn't find any extendable ones."
"neutral","@EmmaAutumn ah same  how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter  its great! x"
"neutral","@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww"
"neutral","@Emmaroo youre not going, are you   ?"
"neutral","@EmmDeeCee no he wasn't there today"
"neutral","@EmmieLemmy no.  and she was suggesting it for loan deferment"
"neutral","@emmy_563 'caus eit was school today!!!! I had a big exam..."
"neutral","@Emsy Your pic didn't show up for me  Boo!!!! All the other pics on that site show up, but not yours"
"neutral","@Emz2009 gutted your out off hollyoaks  xx"
"neutral","@emzyjonas i know they r lol i hope she does she said she will"
"neutral","@EnglishRoses Equations and graphs"
"neutral","@enithhernandez I apologize for the trollcat crap. I misunderstood the concept"
"neutral","@enoelle1177 she is all grown up"
"neutral","@enslaved2564 me too"
"neutral","@enterbelladonna hah i knew i didnt have a chance"
"neutral","@epicturtle i hope they can figure it out."
"neutral","@equaliser You can create GPX files from gmaps-pedometer,its a 3rd party link.I had errors with #chrome &amp; #ie7 so far"
"neutral","@EricaGlass99 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo's pregnant it changes things"
"neutral","@erickaxx it would hurt only when you touch it or when it gets hit. But when you don't, it won't  but after a month it wouldn't hurt na!"
"neutral","@EricVespe i would but he's premiering avatar footage and can't do it then. also, we better hang out."
"neutral","@erikvanbrakel company policy. Has been for the last two places I've worked at"
"neutral","@ErikVeland i'm not in the best financial situation myself at the moment. i'm beyond broke. my money is spend as soon as i earn it atm"
"neutral","@erinmusicluver  i thought you liked the name"
"neutral","@erockett89 i wish i was home in bed naked"
"neutral","@EssinEm ohh no the poor cupcake  #wave @TLGame"
"neutral","@estMay89 been there!  need somewhere NEW"
"neutral","@ether_radio i'm too awake now  ill have a nap this afternoon"
"neutral","@EuanGriffin Why?"
"neutral","@eucalyptusapp I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?"
"neutral","@Eumiko uhhhh..... yeah.... I don't tweet a lot nowadays quite lazy to do so.  this month has always been about college."
"neutral","@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi"
"neutral","@exotic I have to use the bathroom"
"neutral","@Faerie27 did you put a spoon in it?"
"neutral","@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
"neutral","@faffypants maybe.  his real name wasnt tommy?"
"neutral","@FakerParis boo. i got rained out at the beach."
"neutral","@famouslyalone Me too!    need some tour dates stat!"
"neutral","@FamousRejects OmG U NasTY"
"neutral","@FancyFran Yea its nice! But im only here for a weekend!"
"neutral","@farrahdy take a medicine"
"neutral","@Fasn8nUrMind ima goodgirl I'm not down with takin advantage"
"neutral","@Fearnecotton who sings 'I Remember'? i alwaysss hear it on Radio 1 but never catch the artist"
"neutral","@featherblossoms I can't stream videos on my phone"
"neutral","@Felitherandom haha. I hope so. I need sleep! lol. But my phone will get his message if he updates us."
"neutral","@FernShadow I'd just plain go crazy"
"neutral","@fetjuel Musashi's? Has a great rep. Or did you go to Kitaro"
"neutral","@Firstladydaboss wats wrong boo"
"neutral","@fishcraik Yes, its a common thing. Don't you remember? I promised you and Nic i wouldn't stress online  Clearly not kept"
"neutral","@fladdermus_a  ??????, ??????????"
"neutral","@Flesheater what happened to @sodarnhappy? where did she go?"
"neutral","@fluBALLOW can i have itL"
"neutral","@fluBALLOW mean"
"neutral","@flyguyvan can u let her kno that lady's not spayed and potty trained :/  then see if she still wants her"
"neutral","@fmulder21 why not?"
"neutral","@foilplay un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier"
"neutral","@Forever_Yours13 I'm not at home with my cats right now!"
"neutral","@foursquare any chance you'll have  a Madison, WI location soon?  maybe too small..."
"neutral","@FoxxFiles don't 4get Gina Thomas! (@iamdiddy the things u do, keep artist running from U) she's a corrections officer in Jersey now"
"neutral","@FoxyOxymoron I would have, but SuperTarget didn't have any."
"neutral","@francaiskitty I miss rollerblading down Shoreline."
"neutral","@FrankieTheSats beat? don't understand"
"neutral","@FrankieTheSats comon , answer me  what do you think about my friend drawning? x http://www.twitpic.com/5m7vd"
"neutral","@FrankieTheSats hey plz look &gt; http://www.twitpic.com/5m7vd &lt; what do u think? plz tell me"
"neutral","@Frankmans: and this year I have summer school."
"neutral","@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!"
"neutral","@FrazJ i wish we had sun lollies for me to get addicted  what flavour?"
"neutral","@freckleface3 I am trying but I can't place it....sorry!!!"
"neutral","@FreelanceSw Why so expensive"
"neutral","@fresa80 I'd so be in Vegas but it's on our anniversary....  Cant get enough JK!!!"
"neutral","@Fresh_and_Easy when will these stores in Sacramento open? Been waiting and nothing"
"neutral","@FreyaLynn @donniewahlberg yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning"
"neutral","@From__Hell beeeeaaaaatooooo!!!!!"
"neutral","@frphoto pictures of your bliss?  In JPEG format?  Sorry, it's message board terminology and u don't play w/us on the boards"
"neutral","@FrugalGaming I cant get the chat thing to work"
"neutral","@FTSKirstin its taking forever to upload"
"neutral","@funmsdrebirth I'll be back soon"
"neutral","@furrytigerkitty http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight"
"neutral","@g1mm34d my bad. I thought you were talking about today"
"neutral","@GABBYiSACTiVE Aw you would not unfollow me would you? Then I would cry"
"neutral","@gabriellenadine carnivalsofparis i think i still have yours on my bl but i'm not sure... i hardly talk to anyone anymore"
"neutral","@gabyrizzo i want pho... i've never had it before."
"neutral","@Gailporter morning to u"
"neutral","@galaxydazzle OHHHH THAT REMINDS ME. I know it's not one of yours.... can you send me some of my toothpaste?"
"neutral","@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
"neutral","@gawd0r Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk."
"neutral","@gawow: probably not  I want to go home"
"neutral","@gay_emo_zac haha... I wouldn't be surprised... The few cute ones here are either taken or straight..."
"neutral","@GDGOfficial  what about England??"
"neutral","@Geeblink A eu fiz de chocolate"
"neutral","@geekgrrl  I missed one"
"neutral","@geekinpink804  i can't."
"neutral","@gemmie_mit_glee It is confusing and flippin expensive"
"neutral","@Gen22 I can't blip right now!"
"neutral","@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls"
"neutral","@GeneralTekno Just read it too.  I meant the toys though."
"neutral","@GentleSinner But I don't wanna ruin it  Can't I do it 'spontaneously' first on paper, then copy that spontaneity onto the book? Please?!"
"neutral","@GenuineAmy I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson's Creek doesn't"
"neutral","@GeoffComma no fair"
"neutral","@geoffjones just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol"
"neutral","@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT"
"neutral","@gerardoudi hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset"
"neutral","@getgood I missed out on carrot cake last night.  Hope you had fun @wxwm."
"neutral","@gettothefalcon i miss that too"
"neutral","@gfalcone601 Is It The Bit Where Hollie Started Crying?"
"neutral","@Giggles_xo   dang it, so its not certain ? ? ? are you okay?"
"neutral","@Giggles_xo  wicked , what time you leaving? how come you cant stay the night"
"neutral","@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??"
"neutral","@ginamc she's been watching the cartoon clone wars, and she's totally into the force.  Shannon won't let her see the live ones yet tho"
"neutral","@girltrumpet she said no"
"neutral","@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week."
"neutral","@glamorousamanda awww how cuuute, mine follows me when i showers and pee s and wherever i go but refuses to lay still in the bed"
"neutral","@GlamourFrog I so need a tweet editor. Yes, I meant it"
"neutral","@glasgirl @sallyslytherin amason seems to think hamburger a-go-gos don't get it till october! well now...."
"neutral","@gleek he'll be out of school in 18mos! He just started again"
"neutral","@GogDog I had sent you an e-mail"
"neutral","@gohong Don't count on it"
"neutral","@goliix story of my life"
"neutral","@Goostavo that sucks!  put some britney on!"
"neutral","@gotcoff33 haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!"
"neutral","@graceamy I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit"
"neutral","@gracetanglefoot what? You won't be two blocks away any more?"
"neutral","@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play"
"neutral","@graciep I have to agree, why didn't I get that when I was out."
"neutral","@graffitibreezyy you did not write back to me"
"neutral","@GrangerSmith Glad to know you guys got there safe. Have a great show tonight! Wish I could be there."
"neutral","@grantarnow WHY DIDNT I SEE YOU?"
"neutral","@GreenJeanine FAILlllllllll  whenever ur freee then?"
"neutral","@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere"
"neutral","@grentone Content content content .... gah! Story of my life right now - thx for reminding me. That's what I should be doing v. Tweeting"
"neutral","@grouptweet Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer"
"neutral","@grum have you seen who's knocked you off top spot on wefollow for #perth?"
"neutral","@h011yw00d no  are you for sure going?"
"neutral","@h2osarah I really wish I could"
"neutral","@H60DSTABOY yeeeeemp  same time like yesterday"
"neutral","@halbpro what's wrong with dressing in fifties fashion?"
"neutral","@hambers It means &quot;luv ya&quot; in Zulu/Xhosa. Probably spelt it wrong lol. Can't b creative 2day ...tired  so translated"
"neutral","@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL"
"neutral","@hannahdevonne Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it"
"neutral","@hasin my bad"
"neutral","@hassmanm Nem m zdroj ky Mozilly ani Perl, tak e z?stanu u sv  v ry ve schopnosti Ohlohu"
"neutral","@Hatz94 i'm sorry  do you have a mac? you should get oneee"
"neutral","@hauntyou Umm..ok..just don't start cats on fire..  ...promise"
"neutral","@Hazelandvine why didn't I know about the relient k show?"
"neutral","@hazelrage ewww is that who you're contracted through?"
"neutral","@HealthBeautyDr  btw ... my sister's all ready know this little fact.  My 2nd oldest sisters husband is a keeper, tho'.  Her, not so much"
"neutral","@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO"
"neutral","@heartnsolex3 if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to"
"neutral","@HeatherShorter wish I had something to toast with .... but all i have is a glass of water"
"neutral","@heatwave06 cool, never heard of that in ny   http://myloc.me/21uF"
"neutral","@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite"
"neutral","@heidimontag WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL."
